account_id,signup_date,quarter,quarter_start,quarter_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_qend,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_quarter,account_churn_event_in_quarter,account_churn_event_count_in_next_quarter,account_churn_event_in_next_quarter,account_churn_event_in_second_next_quarter,subscription_ends_in_quarter,subscription_end_in_quarter,subscription_ends_in_next_quarter,subscription_end_in_next_quarter,churn_label_q1_rolling,churn_label_q2_rolling,active_sub_at_qend,days_to_contract_end_asof_qend,satisfaction_missing_flag,usage_count_qoq_delta,usage_hours_qoq_delta,active_days_qoq_delta,errors_qoq_delta,features_used_qoq_delta,tickets_opened_qoq_delta,escalations_qoq_delta,seats_qoq_delta,mrr_amount_qoq_delta,arr_amount_qoq_delta,usage_count_roll4_mean,usage_count_vs_roll4_mean,usage_count_roll4_change,usage_hours_roll4_mean,usage_hours_vs_roll4_mean,usage_hours_roll4_change,tickets_opened_roll4_mean,tickets_opened_vs_roll4_mean,tickets_opened_roll4_change,errors_roll4_mean,errors_vs_roll4_mean,errors_roll4_change,features_used_roll4_mean,features_used_vs_roll4_mean,features_used_roll4_change,mrr_amount_roll4_mean,mrr_amount_vs_roll4_mean,mrr_amount_roll4_change,seats_roll4_mean,seats_vs_roll4_mean,seats_roll4_change,usage_drop_flag,tickets_spike_flag,downsell_flag,label_available_q1,label_available_q2
A-bece89,2023-12-01,2024Q4,2024-10-01,2024-12-31,4.0,44.0,1.5377777777777777,6.0,5.0,0.0,0.0,,S-6e81f5,Pro,38.0,1862.0,22344.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,26.0,0.2252777777777777,2.0,6.0,3.0,0.0,0.0,12.0,-3312.0,-39744.0,20.25,23.75,44.0,1.2314583333333333,0.30631944444444437,1.5377777777777777,0.75,-0.75,-2.0,2.25,3.75,6.0,2.25,2.75,5.0,3176.0,-1314.0,1368.0,29.0,9.0,12.0,0,0,1,False,False
A-bf7919,2024-11-27,2024Q4,2024-10-01,2024-12-31,2.0,19.0,1.4977777777777779,4.0,2.0,1.0,0.0,,S-615a8a,Enterprise,11.0,0.0,0.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,1,,,,,,,,,,,19.0,0.0,,1.4977777777777779,0.0,,1.0,0.0,,4.0,0.0,,2.0,0.0,,0.0,0.0,,11.0,0.0,,0,0,0,False,False
A-c16101,2024-09-06,2024Q4,2024-10-01,2024-12-31,10.0,105.0,9.873055555555556,5.0,9.0,1.0,1.0,,S-b152d6,Pro,7.0,343.0,4116.0,monthly,,2.0,True,0.0,,,0.0,False,0.0,False,,,True,,1,38.0,6.509722222222223,3.0,4.0,2.0,0.0,1.0,-9.0,39.0,468.0,86.0,19.0,,6.618194444444445,3.2548611111111114,,1.0,0.0,,3.0,2.0,,8.0,1.0,,323.5,19.5,,11.5,-4.5,,0,0,1,False,False
A-c16b88,2023-12-02,2024Q4,2024-10-01,2024-12-31,1.0,10.0,0.8111111111111111,0.0,1.0,0.0,0.0,,S-1682d4,Enterprise,23.0,4577.0,54924.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-77.0,-8.163055555555555,-8.0,-4.0,-7.0,0.0,0.0,23.0,4577.0,54924.0,42.5,-32.5,-33.0,3.9295833333333334,-3.1184722222222225,-2.8391666666666664,0.25,-0.25,0.0,2.0,-2.0,-4.0,4.5,-3.5,-4.0,1144.25,3432.75,4577.0,17.25,5.75,0.0,1,0,0,False,False
A-c16cf7,2024-10-16,2024Q4,2024-10-01,2024-12-31,7.0,66.0,4.4383333333333335,4.0,7.0,1.0,0.0,4.0,S-6b9696,Basic,35.0,665.0,7980.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,66.0,0.0,,4.4383333333333335,0.0,,1.0,0.0,,4.0,0.0,,7.0,0.0,,665.0,0.0,,35.0,0.0,,0,0,0,False,False
A-c1dfe1,2023-08-07,2024Q4,2024-10-01,2024-12-31,4.0,32.0,4.020277777777777,3.0,4.0,0.0,0.0,,S-154918,Basic,26.0,494.0,5928.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,14.0,2.721944444444444,1.0,-5.0,1.0,-1.0,0.0,0.0,0.0,0.0,48.75,-16.75,-67.0,4.620902777777777,-0.600625,-5.286111111111112,0.5,-0.5,-1.0,4.75,-1.75,-4.0,5.0,-1.0,-4.0,2834.0,-2340.0,-4680.0,26.0,0.0,0.0,0,0,0,False,False
A-c1e51e,2024-10-02,2024Q4,2024-10-01,2024-12-31,5.0,50.0,5.1322222222222225,0.0,5.0,1.0,0.0,3.0,,none,0.0,0.0,0.0,none,,2.0,True,0.0,,,3.0,True,0.0,False,,,False,,0,,,,,,,,,,,50.0,0.0,,5.1322222222222225,0.0,,1.0,0.0,,0.0,0.0,,5.0,0.0,,0.0,0.0,,0.0,0.0,,0,0,0,False,False
A-c222ab,2024-05-10,2024Q4,2024-10-01,2024-12-31,9.0,85.0,5.713611111111111,5.0,7.0,3.0,0.0,5.0,S-89e98a,Pro,32.0,1568.0,18816.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,38.0,0.8836111111111107,4.0,-1.0,2.0,2.0,0.0,0.0,-4800.0,-57600.0,62.0,23.0,,5.628796296296296,0.08481481481481445,,1.3333333333333333,1.6666666666666667,,5.666666666666667,-0.666666666666667,,6.0,1.0,,2645.3333333333335,-1077.3333333333335,,21.333333333333332,10.666666666666668,,0,1,1,False,False
A-c37601,2024-10-31,2024Q4,2024-10-01,2024-12-31,7.0,69.0,6.106944444444444,0.0,7.0,0.0,0.0,,S-eae806,Enterprise,54.0,10746.0,128952.0,monthly,,1.0,True,0.0,,,2.0,True,0.0,False,,,True,,0,,,,,,,,,,,69.0,0.0,,6.106944444444444,0.0,,0.0,0.0,,0.0,0.0,,7.0,0.0,,10746.0,0.0,,54.0,0.0,,0,0,0,False,False
A-c37cab,2024-07-29,2024Q4,2024-10-01,2024-12-31,11.0,105.0,7.108888888888889,13.0,8.0,0.0,0.0,,S-cb853a,Basic,23.0,437.0,5244.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,0.0,-2.2572222222222225,0.0,9.0,0.0,0.0,0.0,-7.0,-133.0,-1596.0,105.0,0.0,,8.2375,-1.1286111111111117,,0.0,0.0,,8.5,4.5,,8.0,0.0,,503.5,-66.5,,26.5,-3.5,,0,0,1,False,False
A-c42f1f,2024-07-28,2024Q4,2024-10-01,2024-12-31,2.0,16.0,1.06,1.0,2.0,0.0,0.0,,S-62b4fc,Basic,8.0,152.0,1824.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,-8.0,-0.3488888888888888,-1.0,0.0,-1.0,-1.0,0.0,-3.0,-387.0,-4644.0,20.0,-4.0,,1.2344444444444445,-0.1744444444444444,,0.5,-0.5,,1.0,0.0,,2.5,-0.5,,345.5,-193.5,,9.5,-1.5,,1,0,1,False,False
A-c43359,2024-11-16,2024Q4,2024-10-01,2024-12-31,8.0,76.0,7.117222222222222,9.0,8.0,0.0,0.0,,S-eec041,Basic,38.0,722.0,8664.0,monthly,,2.0,True,0.0,,,2.0,True,0.0,False,,,True,,0,,,,,,,,,,,76.0,0.0,,7.117222222222222,0.0,,0.0,0.0,,9.0,0.0,,8.0,0.0,,722.0,0.0,,38.0,0.0,,0,0,0,False,False
A-c45b23,2023-12-08,2024Q4,2024-10-01,2024-12-31,5.0,44.0,4.394166666666667,1.0,5.0,1.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,1.0,True,0.0,False,,,False,,1,-39.0,-1.6677777777777774,-2.0,-2.0,-2.0,1.0,0.0,-25.0,0.0,0.0,73.5,-29.5,-48.0,6.130416666666667,-1.73625,-3.4991666666666665,0.75,0.25,1.0,3.25,-2.25,-4.0,7.0,-2.0,-4.0,533.5,-533.5,-343.0,10.25,-10.25,-7.0,1,1,1,False,False
A-c4ea60,2023-03-09,2024Q4,2024-10-01,2024-12-31,4.0,61.0,5.378055555555555,2.0,4.0,0.0,0.0,,S-a3791c,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,11.0,1.1424999999999992,-2.0,2.0,-2.0,0.0,0.0,0.0,2700.0,32400.0,43.75,17.25,32.0,3.672013888888889,1.7060416666666662,3.6188888888888884,0.5,-0.5,0.0,2.25,-0.25,-5.0,4.25,-0.25,0.0,1116.0,2466.0,3582.0,38.0,-20.0,-40.0,0,0,0,False,False
A-c58f49,2024-07-31,2024Q4,2024-10-01,2024-12-31,3.0,44.0,3.5458333333333334,0.0,4.0,0.0,0.0,,S-354f6f,Enterprise,70.0,13930.0,167160.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,27.0,3.214722222222222,1.0,0.0,2.0,-2.0,-1.0,0.0,0.0,0.0,30.5,13.5,,1.9384722222222224,1.607361111111111,,1.0,-1.0,,0.0,0.0,,3.0,1.0,,13930.0,0.0,,70.0,0.0,,0,0,0,False,False
A-c608c8,2023-04-27,2024Q4,2024-10-01,2024-12-31,6.0,70.0,5.058055555555556,2.0,7.0,0.0,0.0,,S-4473ec,Pro,21.0,1029.0,12348.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,24.0,-0.08444444444444432,3.0,1.0,3.0,-1.0,0.0,16.0,934.0,11208.0,54.0,16.0,30.0,5.175486111111112,-0.11743055555555593,1.9147222222222222,0.25,-0.25,0.0,1.75,0.25,0.0,5.25,1.75,3.0,991.5,37.5,-1813.0,21.0,0.0,-37.0,0,0,0,False,False
A-c62e55,2023-02-08,2024Q4,2024-10-01,2024-12-31,5.0,53.0,3.2016666666666667,4.0,5.0,0.0,0.0,,S-2c3d7d,Pro,14.0,686.0,8232.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,35.0,2.4922222222222223,3.0,4.0,3.0,0.0,0.0,-1.0,-2299.0,-27588.0,43.5,9.5,-37.0,3.7194444444444446,-0.5177777777777779,-5.703055555555556,0.5,-0.5,-2.0,2.5,1.5,1.0,4.0,1.0,-3.0,1958.0,-1272.0,-490.0,17.0,-3.0,-10.0,0,0,1,False,False
A-c70870,2024-10-22,2024Q4,2024-10-01,2024-12-31,7.0,67.0,6.527777777777778,0.0,7.0,0.0,0.0,,S-6eeae1,Pro,94.0,4606.0,55272.0,annual,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,67.0,0.0,,6.527777777777778,0.0,,0.0,0.0,,0.0,0.0,,7.0,0.0,,4606.0,0.0,,94.0,0.0,,0,0,0,False,False
A-c7e58b,2023-06-25,2024Q4,2024-10-01,2024-12-31,2.0,19.0,2.6391666666666667,1.0,2.0,2.0,0.0,4.0,S-9e64bd,Pro,16.0,0.0,0.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-33.0,-2.8219444444444446,-2.0,-2.0,-2.0,1.0,0.0,0.0,0.0,0.0,36.0,-17.0,-3.0,4.1021527777777775,-1.4629861111111109,-0.016111111111110965,1.0,1.0,1.0,2.25,-1.25,0.0,3.25,-1.25,0.0,845.75,-845.75,-1393.0,12.25,3.75,9.0,1,1,0,False,False
A-c7ffc2,2023-01-27,2024Q4,2024-10-01,2024-12-31,6.0,69.0,6.460277777777778,6.0,5.0,0.0,0.0,,S-8a7e47,Basic,49.0,931.0,11172.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-16.0,-2.908888888888889,-3.0,3.0,-4.0,0.0,0.0,19.0,361.0,4332.0,90.75,-21.75,5.0,8.190555555555555,-1.7302777777777774,3.4266666666666667,0.25,-0.25,-1.0,5.0,1.0,5.0,7.75,-2.75,-1.0,3360.25,-2429.25,-5039.0,34.75,14.25,19.0,1,0,0,False,False
A-c9bb3e,2024-03-24,2024Q4,2024-10-01,2024-12-31,2.0,17.0,1.3822222222222222,2.0,2.0,2.0,0.0,4.0,S-4df6ec,Basic,10.0,190.0,2280.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-42.0,-5.596666666666667,-3.0,2.0,-4.0,2.0,0.0,0.0,-300.0,-3600.0,44.0,-27.0,-31.0,4.357569444444445,-2.975347222222222,-2.615277777777778,0.5,1.5,2.0,1.75,0.25,1.0,4.25,-2.25,-2.0,231.25,-41.25,190.0,6.25,3.75,10.0,1,1,1,False,False
A-cab532,2023-04-03,2024Q4,2024-10-01,2024-12-31,13.0,122.0,9.719166666666666,9.0,11.0,0.0,0.0,,S-88cb91,Pro,35.0,1715.0,20580.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,-17.0,1.155277777777778,-1.0,6.0,-2.0,0.0,0.0,12.0,588.0,7056.0,127.25,-5.25,-20.0,9.479375000000001,0.2397916666666653,-1.0177777777777788,0.25,-0.25,-1.0,5.75,3.25,1.0,11.75,-0.75,-2.0,845.25,869.75,1176.0,22.25,12.75,24.0,1,0,0,False,False
A-cb5333,2024-03-26,2024Q4,2024-10-01,2024-12-31,10.0,104.0,6.862777777777778,2.0,9.0,0.0,0.0,,S-74704b,Pro,33.0,1617.0,19404.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,6.0,-1.8519444444444453,0.0,-4.0,1.0,0.0,0.0,0.0,-4950.0,-59400.0,101.25,2.75,9.0,9.094930555555555,-2.2321527777777774,-0.34138888888888896,0.0,0.0,0.0,4.25,-2.25,1.0,8.25,0.75,2.0,2046.0,-429.0,1617.0,24.75,8.25,33.0,0,0,1,False,False
A-cb6cc6,2023-04-03,2024Q4,2024-10-01,2024-12-31,5.0,47.0,3.495277777777778,2.0,5.0,1.0,0.0,3.0,S-9828eb,Pro,25.0,1225.0,14700.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,-4.0,1.1247222222222222,-1.0,-4.0,-1.0,1.0,0.0,12.0,978.0,11736.0,50.75,-3.75,6.0,4.086736111111112,-0.5914583333333336,0.3958333333333335,0.75,0.25,0.0,4.75,-2.75,-9.0,5.25,-0.25,0.0,527.25,697.75,588.0,16.0,9.0,12.0,1,1,0,False,False
A-cbbe12,2023-03-22,2024Q4,2024-10-01,2024-12-31,1.0,16.0,1.8752777777777778,0.0,2.0,0.0,0.0,,S-8bf576,Enterprise,40.0,7960.0,95520.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,-4.0,-0.3733333333333331,-2.0,-1.0,-1.0,-2.0,0.0,-9.0,5559.0,66708.0,18.0,-2.0,7.0,1.5641666666666665,0.31111111111111134,1.7227777777777777,1.0,-1.0,-2.0,1.25,-1.25,0.0,2.25,-0.25,1.0,3190.5,4769.5,7960.0,44.5,-4.5,0.0,1,0,1,False,False
A-cbd1a3,2024-11-25,2024Q4,2024-10-01,2024-12-31,2.0,32.0,1.6447222222222222,0.0,3.0,0.0,0.0,,S-dc77b7,Basic,20.0,380.0,4560.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,32.0,0.0,,1.6447222222222222,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,,380.0,0.0,,20.0,0.0,,0,0,0,False,False
A-cc102e,2024-04-15,2024Q4,2024-10-01,2024-12-31,6.0,61.0,5.8975,9.0,6.0,1.0,0.0,5.0,S-01b2dc,Basic,13.0,247.0,2964.0,annual,,2.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,40.0,3.631666666666667,3.0,7.0,3.0,1.0,0.0,0.0,-2340.0,-28080.0,49.333333333333336,11.666666666666664,,4.549537037037037,1.3479629629629626,,0.6666666666666666,0.33333333333333337,,4.666666666666667,4.333333333333333,,5.333333333333333,0.666666666666667,,1027.0,-780.0,,13.0,0.0,,0,1,1,False,False
A-cc1d8d,2024-12-08,2024Q4,2024-10-01,2024-12-31,7.0,69.0,7.502777777777778,9.0,7.0,0.0,0.0,,S-51d8db,Enterprise,6.0,1194.0,14328.0,annual,,2.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,69.0,0.0,,7.502777777777778,0.0,,0.0,0.0,,9.0,0.0,,7.0,0.0,,1194.0,0.0,,6.0,0.0,,0,0,0,False,False
A-cc8c8f,2024-06-16,2024Q4,2024-10-01,2024-12-31,3.0,29.0,2.245833333333333,4.0,3.0,0.0,0.0,,S-bc7cab,Basic,48.0,0.0,0.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,1.0,-0.3597222222222225,0.0,2.0,0.0,0.0,0.0,25.0,-437.0,-5244.0,31.666666666666668,-2.666666666666668,,2.285648148148148,-0.03981481481481497,,0.0,0.0,,2.0,2.0,,3.3333333333333335,-0.3333333333333335,,2003.0,-2003.0,,33.0,15.0,,0,0,1,False,False
A-cc98bc,2023-05-24,2024Q4,2024-10-01,2024-12-31,7.0,95.0,5.114166666666667,2.0,8.0,0.0,0.0,,S-712e04,Basic,32.0,0.0,0.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,84.0,3.7819444444444446,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,54.75,40.25,-2.0,3.8221527777777777,1.292013888888889,-2.6658333333333335,0.0,0.0,0.0,2.0,0.0,-2.0,4.5,3.5,0.0,813.5,-813.5,-608.0,37.5,-5.5,0.0,0,0,0,False,False
A-ccabf0,2023-11-06,2024Q4,2024-10-01,2024-12-31,8.0,76.0,8.414166666666667,0.0,8.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,,,2.0,True,0.0,False,,,False,,0,2.0,2.1336111111111107,2.0,-5.0,2.0,0.0,0.0,-1.0,-199.0,-2388.0,62.75,13.25,24.0,6.073263888888889,2.340902777777778,2.5777777777777775,0.25,-0.25,0.0,3.5,-3.5,-5.0,6.25,1.75,2.0,677.75,-677.75,-2189.0,7.25,-7.25,-11.0,0,0,1,False,False
A-ccb686,2024-01-22,2024Q4,2024-10-01,2024-12-31,15.0,161.0,12.165555555555555,13.0,13.0,0.0,0.0,,S-8f7c91,Basic,11.0,209.0,2508.0,annual,,2.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,74.0,6.809444444444444,7.0,5.0,5.0,0.0,0.0,-42.0,-10338.0,-124056.0,116.25,44.75,99.0,8.94375,3.221805555555555,8.959999999999999,0.0,0.0,0.0,9.25,3.75,8.0,10.25,2.75,7.0,2921.75,-2712.75,209.0,23.75,-12.75,-1.0,0,0,1,False,False
A-ccc747,2024-01-12,2024Q4,2024-10-01,2024-12-31,2.0,20.0,1.636388888888889,1.0,2.0,0.0,0.0,,S-934bd4,Basic,16.0,304.0,3648.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,-13.0,-2.008888888888889,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-480.0,-5760.0,26.0,-6.0,-4.0,2.3722222222222222,-0.7358333333333333,-0.1611111111111112,0.5,-0.5,0.0,1.0,0.0,0.0,2.75,-0.75,-1.0,725.25,-421.25,304.0,17.25,-1.25,16.0,1,0,1,False,False
A-cd458b,2024-06-15,2024Q4,2024-10-01,2024-12-31,11.0,104.0,7.183611111111111,8.0,10.0,1.0,0.0,5.0,S-5d532c,Enterprise,10.0,1990.0,23880.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,3.0,-0.5274999999999999,0.0,5.0,0.0,0.0,0.0,-17.0,1477.0,17724.0,96.33333333333333,7.666666666666671,,7.578425925925926,-0.39481481481481495,,1.0,0.0,,5.333333333333333,2.666666666666667,,9.333333333333334,0.6666666666666661,,834.3333333333334,1155.6666666666665,,12.333333333333334,-2.333333333333334,,0,0,1,False,False
A-cdf020,2023-08-16,2024Q4,2024-10-01,2024-12-31,5.0,45.0,3.1238888888888887,1.0,5.0,0.0,0.0,,S-d031a4,Pro,44.0,2156.0,25872.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,-14.0,-3.179722222222223,0.0,0.0,-1.0,0.0,0.0,21.0,1029.0,12348.0,45.75,-0.75,17.0,4.124236111111111,-1.0003472222222225,-0.26027777777777805,0.25,-0.25,0.0,2.0,-1.0,-5.0,4.75,0.25,2.0,1372.0,784.0,-49.0,33.75,10.25,-1.0,1,0,0,False,False
A-ce550d,2024-10-27,2024Q4,2024-10-01,2024-12-31,11.0,108.0,10.221944444444444,10.0,11.0,1.0,0.0,5.0,,none,0.0,0.0,0.0,none,,1.0,True,0.0,,,2.0,True,0.0,False,,,False,,0,,,,,,,,,,,108.0,0.0,,10.221944444444444,0.0,,1.0,0.0,,10.0,0.0,,11.0,0.0,,0.0,0.0,,0.0,0.0,,0,0,0,False,False
A-ce66f8,2023-08-23,2024Q4,2024-10-01,2024-12-31,7.0,60.0,3.411111111111111,1.0,6.0,1.0,0.0,4.0,S-2f138c,Pro,29.0,1421.0,17052.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,45.0,2.0416666666666665,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,62.0,-2.0,-31.0,4.9818750000000005,-1.5707638888888895,-5.2766666666666655,0.75,0.25,1.0,2.75,-1.75,-4.0,5.5,0.5,-1.0,986.0,435.0,870.0,29.0,0.0,0.0,0,0,0,False,False
A-cea1f0,2024-04-07,2024Q4,2024-10-01,2024-12-31,9.0,97.0,6.996111111111111,0.0,9.0,1.0,0.0,4.0,S-b59bff,Enterprise,8.0,1592.0,19104.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,31.0,0.050833333333333286,3.0,-3.0,3.0,0.0,0.0,0.0,1200.0,14400.0,81.0,16.0,,7.224537037037037,-0.2284259259259258,,1.0,0.0,,3.0,-3.0,,7.666666666666667,1.333333333333333,,851.3333333333334,740.6666666666666,,15.333333333333334,-7.333333333333334,,0,0,0,False,False
A-ced9aa,2024-10-05,2024Q4,2024-10-01,2024-12-31,5.0,41.0,3.2369444444444446,3.0,5.0,0.0,0.0,,S-a72188,Pro,3.0,147.0,1764.0,annual,,0.0,False,0.0,,,2.0,True,0.0,False,,,True,,0,,,,,,,,,,,41.0,0.0,,3.2369444444444446,0.0,,0.0,0.0,,3.0,0.0,,5.0,0.0,,147.0,0.0,,3.0,0.0,,0,0,0,False,False
A-d26ab4,2024-11-07,2024Q4,2024-10-01,2024-12-31,6.0,62.0,4.377777777777778,0.0,6.0,0.0,0.0,,S-86571c,Enterprise,33.0,6567.0,78804.0,monthly,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,62.0,0.0,,4.377777777777778,0.0,,0.0,0.0,,0.0,0.0,,6.0,0.0,,6567.0,0.0,,33.0,0.0,,0,0,0,False,False
A-d27f50,2024-07-20,2024Q4,2024-10-01,2024-12-31,7.0,57.0,5.064722222222223,2.0,6.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,,,3.0,True,0.0,False,,,False,,0,37.0,2.479166666666667,4.0,0.0,3.0,0.0,0.0,-44.0,-2156.0,-25872.0,38.5,18.5,,3.825138888888889,1.2395833333333335,,0.0,0.0,,2.0,0.0,,4.5,1.5,,1078.0,-1078.0,,22.0,-22.0,,0,0,1,False,False
A-d3c88e,2024-10-18,2024Q4,2024-10-01,2024-12-31,10.0,92.0,7.795277777777778,8.0,10.0,0.0,0.0,,S-b5d3cc,Enterprise,16.0,3184.0,38208.0,monthly,,1.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,92.0,0.0,,7.795277777777778,0.0,,0.0,0.0,,8.0,0.0,,10.0,0.0,,3184.0,0.0,,16.0,0.0,,0,0,0,False,False
A-d40bf7,2024-11-08,2024Q4,2024-10-01,2024-12-31,5.0,45.0,3.8041666666666667,1.0,5.0,1.0,0.0,5.0,S-7cd9fa,Basic,59.0,1121.0,13452.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,,,,,,,,,,,45.0,0.0,,3.8041666666666667,0.0,,1.0,0.0,,1.0,0.0,,5.0,0.0,,1121.0,0.0,,59.0,0.0,,0,0,0,False,False
A-d42431,2024-06-09,2024Q4,2024-10-01,2024-12-31,6.0,47.0,3.9358333333333335,4.0,4.0,0.0,0.0,,S-48ce17,Enterprise,22.0,4378.0,52536.0,annual,,1.0,True,0.0,,,1.0,True,0.0,False,,,True,,0,1.0,1.33,2.0,-2.0,0.0,-1.0,0.0,0.0,3960.0,47520.0,45.666666666666664,1.3333333333333357,,4.07425925925926,-0.1384259259259264,,0.3333333333333333,-0.3333333333333333,,3.3333333333333335,0.6666666666666665,,4.333333333333333,-0.33333333333333304,,1738.0,2640.0,,22.0,0.0,,0,0,0,False,False
A-d49cc5,2023-09-19,2024Q4,2024-10-01,2024-12-31,5.0,61.0,6.7325,3.0,5.0,1.0,0.0,,S-8317da,Basic,50.0,950.0,11400.0,monthly,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,1,50.0,5.003055555555555,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,36.5,24.5,21.0,3.587986111111111,3.144513888888889,4.634444444444444,1.0,0.0,1.0,2.0,1.0,0.0,3.25,1.75,1.0,1325.0,-375.0,-1500.0,50.0,0.0,0.0,0,0,0,False,False
A-d4ac0e,2024-04-20,2024Q4,2024-10-01,2024-12-31,9.0,110.0,9.441944444444445,1.0,8.0,1.0,0.0,3.0,S-b76ba6,Pro,18.0,882.0,10584.0,monthly,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,57.0,4.615000000000001,3.0,-5.0,2.0,0.0,0.0,-11.0,331.0,3972.0,87.66666666666667,22.33333333333333,,7.485740740740741,1.9562037037037046,,1.0,0.0,,5.666666666666667,-4.666666666666667,,8.333333333333334,-0.3333333333333339,,771.6666666666666,110.33333333333337,,21.666666666666668,-3.666666666666668,,0,0,1,False,False
A-d4e0d4,2024-10-18,2024Q4,2024-10-01,2024-12-31,2.0,13.0,0.9711111111111111,1.0,2.0,0.0,0.0,,S-61cc6f,Enterprise,117.0,23283.0,279396.0,annual,,0.0,False,0.0,,,1.0,True,0.0,False,,,True,,0,,,,,,,,,,,13.0,0.0,,0.9711111111111111,0.0,,0.0,0.0,,1.0,0.0,,2.0,0.0,,23283.0,0.0,,117.0,0.0,,0,0,0,False,False
A-d535f6,2024-09-03,2024Q4,2024-10-01,2024-12-31,3.0,29.0,2.394722222222222,0.0,3.0,0.0,0.0,,S-d538f6,Enterprise,12.0,0.0,0.0,monthly,,2.0,True,0.0,,,0.0,False,0.0,False,,,True,,0,-31.0,-0.3647222222222224,-3.0,-5.0,-3.0,0.0,0.0,0.0,-2388.0,-28656.0,44.5,-15.5,,2.5770833333333334,-0.1823611111111112,,0.0,0.0,,2.5,-2.5,,4.5,-1.5,,1194.0,-1194.0,,12.0,0.0,,1,0,1,False,False
A-d5a319,2023-05-04,2024Q4,2024-10-01,2024-12-31,12.0,127.0,12.908055555555556,14.0,10.0,0.0,0.0,,S-e66253,Enterprise,15.0,2985.0,35820.0,annual,,0.0,False,0.0,,,0.0,False,0.0,False,,,True,,0,72.0,7.15,7.0,9.0,5.0,-1.0,-1.0,-16.0,-3184.0,-38208.0,59.75,67.25,107.0,5.986458333333333,6.921597222222223,11.88,0.25,-0.25,0.0,5.75,8.25,12.0,5.25,4.75,8.0,2431.0,554.0,2700.0,19.0,-4.0,0.0,0,0,1,False,False
