account_id,signup_date,period,period_start,period_end,active_days,usage_count,usage_hours,errors,features_used,tickets_opened,escalations,avg_satisfaction,subscription_id_asof_period_end,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,end_date_inferred,account_churn_event_count_in_period,account_churn_event_in_period,account_churn_event_count_in_next_period,account_churn_event_in_next_period,subscription_ends_in_period,subscription_end_in_period,subscription_ends_in_next_period,subscription_end_in_next_period,active_sub_at_period_end,days_to_contract_end_asof_period_end,satisfaction_missing_flag,usage_count_mom_delta,usage_hours_mom_delta,active_days_mom_delta,errors_mom_delta,features_used_mom_delta,tickets_opened_mom_delta,escalations_mom_delta,seats_mom_delta,mrr_amount_mom_delta,arr_amount_mom_delta,usage_count_roll3_mean,usage_count_vs_roll3_mean,usage_count_roll3_change,usage_hours_roll3_mean,usage_hours_vs_roll3_mean,usage_hours_roll3_change,tickets_opened_roll3_mean,tickets_opened_vs_roll3_mean,tickets_opened_roll3_change,errors_roll3_mean,errors_vs_roll3_mean,errors_roll3_change,features_used_roll3_mean,features_used_vs_roll3_mean,features_used_roll3_change,mrr_amount_roll3_mean,mrr_amount_vs_roll3_mean,mrr_amount_roll3_change,seats_roll3_mean,seats_vs_roll3_mean,seats_roll3_change,usage_drop_flag,tickets_spike_flag,downsell_flag
A-c4ea60,2023-03-09,2024-12,2024-12-01,2024-12-31,2.0,29.0,1.5502777777777779,0.0,2.0,0.0,0.0,,S-a3791c,Enterprise,18.0,3582.0,42984.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,11.0,-0.34472222222222215,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,8.666666666666668,15.0,1.7926851851851857,-0.24240740740740785,-0.38249999999999984,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,-2.0,1.3333333333333333,0.6666666666666667,1.0,2682.0,900.0,2700.0,18.0,0.0,0.0,0,0,0
A-c58f49,2024-07-31,2024-12,2024-12-01,2024-12-31,2.0,32.0,3.305833333333333,0.0,3.0,0.0,0.0,,S-354f6f,Enterprise,70.0,13930.0,167160.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,32.0,3.305833333333333,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,17.333333333333336,20.0,1.1819444444444445,2.1238888888888887,3.065833333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,2.0,13930.0,0.0,0.0,70.0,0.0,0.0,0,0,0
A-c608c8,2023-04-27,2024-12,2024-12-01,2024-12-31,1.0,9.0,0.8225,0.0,1.0,0.0,0.0,,S-4473ec,Pro,21.0,1029.0,12348.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-9.0,-0.6125,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,-14.333333333333332,-34.0,1.6860185185185186,-0.8635185185185186,-1.9780555555555555,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,-2.0,2.3333333333333335,-1.3333333333333335,-3.0,1029.0,0.0,0.0,21.0,0.0,0.0,1,0,0
A-c62e55,2023-02-08,2024-12,2024-12-01,2024-12-31,2.0,20.0,1.4661111111111111,2.0,2.0,0.0,0.0,,S-2c3d7d,Pro,14.0,686.0,8232.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-3.0,0.6527777777777778,0.0,0.0,0.0,0.0,0.0,-16.0,-784.0,-9408.0,17.666666666666668,2.333333333333332,10.0,1.0672222222222223,0.39888888888888885,0.5438888888888889,0.0,0.0,0.0,1.3333333333333333,0.6666666666666667,2.0,1.6666666666666667,0.33333333333333326,1.0,1713.6666666666667,-1027.6666666666667,-2299.0,19.666666666666668,-5.666666666666668,-1.0,0,0,1
A-c70870,2024-10-22,2024-12,2024-12-01,2024-12-31,4.0,33.0,2.2094444444444443,0.0,4.0,0.0,0.0,,S-6eeae1,Pro,94.0,4606.0,55272.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,12.0,-0.6138888888888889,2.0,0.0,2.0,0.0,0.0,63.0,4606.0,55272.0,22.333333333333332,10.666666666666668,20.0,2.175925925925926,0.03351851851851828,0.7144444444444442,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.6666666666666665,3.0,1535.3333333333333,3070.666666666667,4606.0,41.666666666666664,52.333333333333336,94.0,0,0,0
A-c7e58b,2023-06-25,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,S-9e64bd,Pro,16.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-19.0,-2.6391666666666667,-2.0,-1.0,-2.0,2.0,0.0,0.0,0.0,0.0,6.333333333333333,-6.333333333333333,0.0,0.8797222222222222,-0.8797222222222222,0.0,0.6666666666666666,1.3333333333333335,2.0,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,1,0
A-c7ffc2,2023-01-27,2024-12,2024-12-01,2024-12-31,3.0,31.0,3.0625,3.0,3.0,0.0,0.0,,S-8a7e47,Basic,49.0,931.0,11172.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,17.0,0.7369444444444446,2.0,3.0,2.0,0.0,0.0,19.0,-5039.0,-60468.0,23.0,8.0,7.0,2.153425925925926,0.9090740740740739,1.9902777777777778,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,4290.333333333333,-3359.333333333333,-5039.0,36.333333333333336,12.666666666666664,19.0,0,0,1
A-c9bb3e,2024-03-24,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,S-4df6ec,Basic,10.0,190.0,2280.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-7.0,-1.1433333333333333,-1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,5.666666666666667,-5.666666666666667,-10.0,0.46074074074074073,-0.46074074074074073,-0.2388888888888889,0.6666666666666666,1.3333333333333335,2.0,0.6666666666666666,-0.6666666666666666,-2.0,0.6666666666666666,-0.6666666666666666,-1.0,1320.6666666666667,-1130.6666666666667,-3392.0,12.666666666666666,-2.666666666666666,-8.0,1,1,0
A-cab532,2023-04-03,2024-12,2024-12-01,2024-12-31,6.0,60.0,4.865555555555556,5.0,6.0,0.0,0.0,,S-88cb91,Pro,35.0,1715.0,20580.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,37.0,3.0888888888888895,3.0,2.0,3.0,0.0,0.0,-13.0,803.0,9636.0,40.666666666666664,19.333333333333336,21.0,3.239722222222222,1.625833333333334,1.7886111111111114,0.0,0.0,0.0,3.0,2.0,4.0,4.333333333333333,1.666666666666667,2.0,1605.3333333333333,109.66666666666674,-474.0,31.333333333333332,3.666666666666668,24.0,0,0,1
A-cb5333,2024-03-26,2024-12,2024-12-01,2024-12-31,3.0,27.0,1.7594444444444444,0.0,3.0,0.0,0.0,,S-74704b,Pro,33.0,1617.0,19404.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-2.0,-0.9044444444444444,0.0,-2.0,0.0,0.0,0.0,0.0,-4950.0,-59400.0,34.666666666666664,-7.666666666666664,-21.0,2.2875925925925924,-0.528148148148148,-0.6799999999999999,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.0,3.3333333333333335,-0.3333333333333335,-1.0,4917.0,-3300.0,-4950.0,33.0,0.0,0.0,1,0,1
A-cb6cc6,2023-04-03,2024-12,2024-12-01,2024-12-31,1.0,14.0,1.1277777777777778,1.0,1.0,0.0,0.0,,S-9828eb,Pro,25.0,1225.0,14700.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-4.0,-0.20083333333333342,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.666666666666666,-1.666666666666666,-1.0,1.1650925925925926,-0.0373148148148148,0.0888888888888888,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.33333333333333337,1.0,1.6666666666666667,-0.6666666666666667,-1.0,1225.0,0.0,0.0,25.0,0.0,0.0,1,0,0
A-cbbe12,2023-03-22,2024-12,2024-12-01,2024-12-31,1.0,16.0,1.8752777777777778,0.0,2.0,0.0,0.0,,S-8bf576,Enterprise,40.0,7960.0,95520.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,16.0,1.8752777777777778,1.0,0.0,2.0,0.0,0.0,-9.0,5559.0,66708.0,5.333333333333333,10.666666666666668,16.0,0.6250925925925926,1.250185185185185,1.8752777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,4254.0,3706.0,5559.0,46.0,-6.0,-9.0,0,0,1
A-cbd1a3,2024-11-25,2024-12,2024-12-01,2024-12-31,1.0,21.0,0.6180555555555556,0.0,2.0,0.0,0.0,,S-dc77b7,Basic,20.0,380.0,4560.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,10.0,-0.40861111111111104,0.0,0.0,1.0,0.0,0.0,14.0,86.0,1032.0,16.0,5.0,,0.8223611111111111,-0.20430555555555552,,0.0,0.0,,0.0,0.0,,1.5,0.5,,337.0,43.0,,13.0,7.0,,0,0,0
A-cc102e,2024-04-15,2024-12,2024-12-01,2024-12-31,3.0,32.0,2.8594444444444442,0.0,3.0,0.0,0.0,,S-01b2dc,Basic,13.0,247.0,2964.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,12.0,0.018888888888888733,1.0,-7.0,1.0,0.0,0.0,-2.0,-2738.0,-32856.0,20.333333333333332,11.666666666666668,23.0,1.965833333333333,0.8936111111111111,2.661944444444444,0.3333333333333333,-0.3333333333333333,-1.0,3.0,-3.0,-2.0,2.0,1.0,2.0,1939.6666666666667,-1692.6666666666667,-2340.0,13.666666666666666,-0.6666666666666661,0.0,0,0,1
A-cc1d8d,2024-12-08,2024-12,2024-12-01,2024-12-31,1.0,11.0,1.5980555555555556,0.0,1.0,0.0,0.0,,S-51d8db,Enterprise,6.0,1194.0,14328.0,annual,,2.0,True,0.0,False,0.0,False,0.0,False,True,,0,,,,,,,,,,,11.0,0.0,,1.5980555555555556,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,,1194.0,0.0,,6.0,0.0,,0,0,0
A-cc8c8f,2024-06-16,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-bc7cab,Basic,48.0,0.0,0.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-29.0,-2.245833333333333,-3.0,-4.0,-3.0,0.0,0.0,25.0,-4577.0,-54924.0,9.666666666666666,-9.666666666666666,0.0,0.748611111111111,-0.748611111111111,0.0,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,0.0,1.0,-1.0,0.0,1671.3333333333333,-1671.3333333333333,-437.0,31.333333333333332,16.666666666666668,25.0,1,0,1
A-cc98bc,2023-05-24,2024-12,2024-12-01,2024-12-31,3.0,28.0,1.8191666666666666,2.0,4.0,0.0,0.0,,S-712e04,Basic,32.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,11.0,1.5216666666666665,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,31.666666666666668,-3.666666666666668,-22.0,1.7047222222222222,0.11444444444444435,-1.1783333333333335,0.0,0.0,0.0,0.6666666666666666,1.3333333333333335,2.0,3.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0,0,0
A-ccabf0,2023-11-06,2024-12,2024-12-01,2024-12-31,3.0,25.0,2.6216666666666666,0.0,3.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,False,1.0,True,0.0,False,False,,0,-6.0,-1.2783333333333333,0.0,0.0,0.0,0.0,0.0,-2.0,-98.0,-1176.0,25.333333333333332,-0.33333333333333215,5.0,2.8047222222222223,-0.18305555555555575,0.7291666666666665,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.3333333333333335,1.0,32.666666666666664,-32.666666666666664,0.0,9.0,-9.0,-25.0,1,0,1
A-ccb686,2024-01-22,2024-12,2024-12-01,2024-12-31,8.0,92.0,7.3225,6.0,9.0,0.0,0.0,,S-8f7c91,Basic,11.0,209.0,2508.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,54.0,4.4255555555555555,4.0,2.0,5.0,0.0,0.0,-18.0,-1212.0,-14544.0,53.666666666666664,38.333333333333336,61.0,4.055185185185185,3.2673148148148146,5.376388888888888,0.0,0.0,0.0,4.333333333333333,1.666666666666667,3.0,5.333333333333333,3.666666666666667,6.0,1017.0,-808.0,-1212.0,23.0,-12.0,-18.0,0,0,1
A-ccc747,2024-01-12,2024-12,2024-12-01,2024-12-31,1.0,7.0,0.18472222222222223,0.0,1.0,0.0,0.0,,S-934bd4,Basic,16.0,304.0,3648.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-6.0,-1.2669444444444444,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.33333333333333304,7.0,0.5454629629629629,-0.3607407407407407,0.18472222222222223,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.33333333333333337,1.0,578.3333333333334,-274.33333333333337,-823.0,18.333333333333332,-2.333333333333332,-7.0,0,0,0
A-cd458b,2024-06-15,2024-12,2024-12-01,2024-12-31,4.0,40.0,3.957222222222222,3.0,4.0,1.0,0.0,5.0,S-5d532c,Enterprise,10.0,1990.0,23880.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-6.0,1.9952777777777777,-1.0,1.0,-1.0,1.0,0.0,-16.0,1496.0,17952.0,34.666666666666664,5.333333333333336,22.0,2.394537037037037,1.562685185185185,2.6927777777777777,0.3333333333333333,0.6666666666666667,1.0,2.6666666666666665,0.3333333333333335,0.0,3.3333333333333335,0.6666666666666665,3.0,992.6666666666666,997.3333333333334,1496.0,20.666666666666668,-10.666666666666668,-16.0,0,1,1
A-cdf020,2023-08-16,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-d031a4,Pro,44.0,2156.0,25872.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-33.0,-2.3405555555555555,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,15.0,-15.0,-12.0,1.0412962962962962,-1.0412962962962962,-0.7833333333333333,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,1.6666666666666667,-1.6666666666666667,-1.0,2156.0,0.0,0.0,44.0,0.0,0.0,1,0,0
A-ce550d,2024-10-27,2024-12,2024-12-01,2024-12-31,2.0,20.0,1.8477777777777777,3.0,2.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,False,2.0,True,0.0,False,False,,0,-32.0,-3.8344444444444443,-3.0,0.0,-4.0,0.0,0.0,-35.0,-1715.0,-20580.0,36.0,-16.0,-16.0,3.4073148148148147,-1.559537037037037,-0.8441666666666665,0.3333333333333333,-0.3333333333333333,-1.0,3.3333333333333335,-0.3333333333333335,-1.0,4.0,-2.0,-2.0,2893.3333333333335,-2893.3333333333335,-6965.0,23.333333333333332,-23.333333333333332,-35.0,1,0,1
A-ce66f8,2023-08-23,2024-12,2024-12-01,2024-12-31,3.0,30.0,1.8872222222222221,0.0,3.0,1.0,0.0,4.0,S-2f138c,Pro,29.0,1421.0,17052.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,15.0,0.588611111111111,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,15.0,1.137037037037037,0.7501851851851851,1.6619444444444444,0.3333333333333333,0.6666666666666667,1.0,0.3333333333333333,-0.3333333333333333,0.0,2.3333333333333335,0.6666666666666665,1.0,1421.0,0.0,0.0,29.0,0.0,0.0,0,1,0
A-cea1f0,2024-04-07,2024-12,2024-12-01,2024-12-31,5.0,50.0,2.513888888888889,0.0,5.0,0.0,0.0,,S-b59bff,Enterprise,8.0,1592.0,19104.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,37.0,1.4594444444444443,4.0,0.0,4.0,0.0,0.0,0.0,1592.0,19104.0,32.333333333333336,17.666666666666664,16.0,2.3320370370370367,0.18185185185185215,-0.9138888888888888,0.3333333333333333,-0.3333333333333333,-1.0,0.0,0.0,0.0,3.0,2.0,2.0,619.3333333333334,972.6666666666666,1326.0,10.0,-2.0,-6.0,0,0,0
A-ced9aa,2024-10-05,2024-12,2024-12-01,2024-12-31,2.0,15.0,1.4069444444444446,1.0,2.0,0.0,0.0,,S-a72188,Pro,3.0,147.0,1764.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,15.0,1.4069444444444446,2.0,1.0,2.0,0.0,0.0,3.0,147.0,1764.0,13.666666666666666,1.333333333333334,-11.0,1.0789814814814815,0.327962962962963,-0.4230555555555555,0.0,0.0,0.0,1.0,0.0,-1.0,1.6666666666666667,0.33333333333333326,-1.0,447.0,-300.0,-1047.0,3.0,0.0,-3.0,0,0,0
A-d26ab4,2024-11-07,2024-12,2024-12-01,2024-12-31,1.0,11.0,0.5866666666666667,0.0,1.0,0.0,0.0,,S-86571c,Enterprise,33.0,6567.0,78804.0,monthly,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,-23.0,-0.5680555555555555,-2.0,0.0,-2.0,0.0,0.0,6.0,1194.0,14328.0,22.5,-11.5,,0.8706944444444444,-0.28402777777777777,,0.0,0.0,,0.0,0.0,,2.0,-1.0,,5970.0,597.0,,30.0,3.0,,1,0,0
A-d27f50,2024-07-20,2024-12,2024-12-01,2024-12-31,2.0,10.0,1.1044444444444443,0.0,2.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,0.0,False,0.0,False,2.0,True,0.0,False,False,,0,-17.0,-0.6752777777777779,-1.0,0.0,-1.0,0.0,0.0,-44.0,0.0,0.0,19.0,-9.0,-10.0,1.6882407407407405,-0.5837962962962961,-1.076111111111111,0.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,-2.0,2.3333333333333335,-0.3333333333333335,0.0,2918.6666666666665,-2918.6666666666665,-8756.0,29.333333333333332,-29.333333333333332,-44.0,1,0,1
A-d3c88e,2024-10-18,2024-12,2024-12-01,2024-12-31,3.0,29.0,2.9775,0.0,3.0,0.0,0.0,,S-b5d3cc,Enterprise,16.0,3184.0,38208.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,6.0,1.3105555555555557,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.666666666666668,-1.6666666666666679,-11.0,2.598425925925926,0.3790740740740741,-0.17333333333333334,0.0,0.0,0.0,2.6666666666666665,-2.6666666666666665,-3.0,3.3333333333333335,-0.3333333333333335,-1.0,2384.0,800.0,2400.0,16.0,0.0,0.0,0,0,0
A-d40bf7,2024-11-08,2024-12,2024-12-01,2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S-7cd9fa,Basic,59.0,1121.0,13452.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-37.0,-2.9019444444444447,-4.0,0.0,-4.0,-1.0,0.0,0.0,0.0,0.0,18.5,-18.5,,1.4509722222222223,-1.4509722222222223,,0.5,-0.5,,0.0,0.0,,2.0,-2.0,,1121.0,0.0,,59.0,0.0,,1,0,0
A-d42431,2024-06-09,2024-12,2024-12-01,2024-12-31,2.0,12.0,1.7327777777777778,0.0,2.0,0.0,0.0,,S-48ce17,Enterprise,22.0,4378.0,52536.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-11.0,0.21972222222222215,-1.0,-3.0,0.0,0.0,0.0,0.0,3960.0,47520.0,15.666666666666666,-3.666666666666666,0.0,1.3119444444444444,0.4208333333333334,1.0427777777777778,0.0,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.0,1.6666666666666667,0.33333333333333326,1.0,1820.3333333333333,2557.666666666667,3713.0,26.333333333333332,-4.333333333333332,-13.0,1,0,0
A-d49cc5,2023-09-19,2024-12,2024-12-01,2024-12-31,1.0,8.0,0.4177777777777778,1.0,1.0,1.0,0.0,,S-8317da,Basic,50.0,950.0,11400.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,-26.0,-3.8427777777777776,-1.0,-1.0,-1.0,1.0,0.0,-25.0,-2725.0,-32700.0,20.333333333333332,-12.333333333333332,-11.0,2.2441666666666666,-1.8263888888888888,-1.636388888888889,0.3333333333333333,0.6666666666666667,1.0,1.0,0.0,1.0,1.6666666666666667,-0.6666666666666667,-1.0,2766.6666666666665,-1816.6666666666665,-2725.0,66.66666666666667,-16.66666666666667,-25.0,1,1,1
A-d4ac0e,2024-04-20,2024-12,2024-12-01,2024-12-31,2.0,22.0,2.1222222222222222,0.0,2.0,0.0,0.0,,S-b76ba6,Pro,18.0,882.0,10584.0,monthly,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-19.0,-2.143333333333333,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,36.666666666666664,-14.666666666666664,-25.0,3.147314814814815,-1.0250925925925927,-0.9319444444444445,0.3333333333333333,-0.3333333333333333,-1.0,0.3333333333333333,-0.3333333333333333,0.0,3.3333333333333335,-1.3333333333333335,-2.0,2246.3333333333335,-1364.3333333333335,-4093.0,20.333333333333332,-2.333333333333332,-7.0,1,0,0
A-d4e0d4,2024-10-18,2024-12,2024-12-01,2024-12-31,1.0,5.0,0.08888888888888889,0.0,1.0,0.0,0.0,,S-61cc6f,Enterprise,117.0,23283.0,279396.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-3.0,-0.7933333333333333,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.666666666666667,5.0,0.3237037037037037,-0.2348148148148148,0.08888888888888889,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.0,0.6666666666666666,0.33333333333333337,1.0,23283.0,0.0,0.0,117.0,0.0,0.0,0,0,0
A-d535f6,2024-09-03,2024-12,2024-12-01,2024-12-31,2.0,17.0,1.5547222222222221,0.0,2.0,0.0,0.0,,S-d538f6,Enterprise,12.0,0.0,0.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,17.0,1.5547222222222221,2.0,0.0,2.0,0.0,0.0,0.0,-588.0,-7056.0,9.666666666666666,7.333333333333334,5.0,0.7982407407407407,0.7564814814814814,0.7147222222222221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,196.0,-196.0,0.0,14.333333333333334,-2.333333333333334,-7.0,0,0,1
A-d5a319,2023-05-04,2024-12,2024-12-01,2024-12-31,5.0,49.0,4.083888888888889,1.0,5.0,0.0,0.0,,S-e66253,Enterprise,15.0,2985.0,35820.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,39.0,3.1783333333333332,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,42.333333333333336,6.666666666666664,-19.0,4.302685185185186,-0.21879629629629704,-3.834722222222222,0.0,0.0,0.0,4.666666666666667,-3.666666666666667,-12.0,4.0,1.0,-1.0,4046.3333333333335,-1061.3333333333335,-3184.0,20.333333333333332,-5.333333333333332,-16.0,0,0,0
A-d62e02,2024-08-20,2024-12,2024-12-01,2024-12-31,3.0,38.0,3.582777777777778,1.0,3.0,0.0,0.0,,S-90d405,Enterprise,6.0,1194.0,14328.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,21.0,1.2925,2.0,1.0,2.0,0.0,0.0,-10.0,-1990.0,-23880.0,33.0,5.0,-6.0,3.6968518518518523,-0.11407407407407444,-1.6347222222222224,0.0,0.0,0.0,2.6666666666666665,-1.6666666666666665,-6.0,2.6666666666666665,0.3333333333333335,-1.0,1857.3333333333333,-663.3333333333333,0.0,9.333333333333334,-3.333333333333334,0.0,0,0,1
A-d77f4c,2023-09-25,2024-12,2024-12-01,2024-12-31,2.0,18.0,0.6133333333333333,4.0,1.0,0.0,0.0,,,none,0.0,0.0,0.0,none,,1.0,True,0.0,False,1.0,True,0.0,False,False,,0,-7.0,-0.7672222222222222,0.0,2.0,-1.0,0.0,0.0,-29.0,-5771.0,-69252.0,18.0,0.0,7.0,0.7929629629629629,-0.17962962962962958,0.22833333333333328,0.0,0.0,0.0,2.3333333333333335,1.6666666666666665,3.0,1.3333333333333333,-0.33333333333333326,0.0,1974.3333333333333,-1974.3333333333333,-152.0,12.333333333333334,-12.333333333333334,-8.0,0,0,1
A-d792a6,2023-01-23,2024-12,2024-12-01,2024-12-31,4.0,41.0,2.023888888888889,3.0,4.0,1.0,0.0,,S-761a0f,Enterprise,65.0,12935.0,155220.0,annual,,0.0,False,0.0,False,0.0,False,0.0,False,True,,1,33.0,1.8683333333333336,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,30.666666666666668,10.333333333333332,-2.0,2.023703703703704,0.0001851851851850661,-1.8677777777777775,0.6666666666666666,0.33333333333333337,0.0,2.6666666666666665,0.3333333333333335,-2.0,2.6666666666666665,1.3333333333333335,1.0,12935.0,0.0,0.0,65.0,0.0,0.0,0,1,0
A-d82ef9,2024-07-02,2024-12,2024-12-01,2024-12-31,3.0,26.0,2.6094444444444442,0.0,3.0,1.0,0.0,4.0,S-5aff5f,Basic,26.0,494.0,5928.0,monthly,,0.0,False,0.0,False,0.0,False,0.0,False,True,,0,-31.0,-0.19750000000000023,-1.0,-6.0,-2.0,1.0,0.0,0.0,0.0,0.0,27.666666666666668,-1.6666666666666679,26.0,1.805462962962963,0.8039814814814812,2.6094444444444442,0.6666666666666666,0.33333333333333337,0.0,2.0,-2.0,0.0,2.6666666666666665,0.3333333333333335,3.0,494.0,0.0,0.0,26.0,0.0,0.0,1,1,0
A-d922bf,2023-09-08,2024-12,2024-12-01,2024-12-31,3.0,21.0,1.1408333333333334,3.0,3.0,0.0,0.0,,S-8b4074,Enterprise,9.0,1791.0,21492.0,annual,,1.0,True,0.0,False,0.0,False,0.0,False,True,,0,21.0,1.1408333333333334,3.0,3.0,3.0,0.0,0.0,9.0,1791.0,21492.0,13.333333333333334,7.666666666666666,2.0,1.0339814814814814,0.10685185185185198,-0.8202777777777777,0.0,0.0,0.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,597.0,1194.0,1791.0,3.0,6.0,9.0,0,0,0
A-db5e9e,2024-11-09,2024-12,2024-12-01,2024-12-31,3.0,42.0,3.9483333333333333,3.0,4.0,0.0,0.0,,S-23587d,Pro,12.0,588.0,7056.0,annual,,1.0,True,0.0,False,1.0,True,0.0,False,True,,0,33.0,3.1733333333333333,2.0,3.0,3.0,0.0,0.0,-30.0,-210.0,-2520.0,25.5,16.5,,2.361666666666667,1.5866666666666664,,0.0,0.0,,1.5,1.5,,2.5,1.5,,693.0,-105.0,,27.0,-15.0,,0,0,1
A-dbc825,2024-01-07,2024-12,2024-12-01,2024-12-31,3.0,37.0,3.0766666666666667,4.0,3.0,0.0,0.0,,S-cd6bb6,Basic,19.0,361.0,4332.0,annual,,0.0,False,0.0,False,1.0,True,0.0,False,True,,0,-1.0,0.7119444444444443,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.333333333333336,-2.3333333333333357,-6.0,2.4737037037037037,0.6029629629629629,1.0969444444444445,0.3333333333333333,-0.3333333333333333,-1.0,3.0,1.0,1.0,3.6666666666666665,-0.6666666666666665,-2.0,3889.0,-3528.0,-10584.0,31.0,-12.0,-36.0,1,0,0
